"","A","C","G","T","M","R","W","S","Y","K","V","H","D","B","N","-","+","."
"208",-0.00700643173314419,0.00485436893203883,0.0023354772443814,0,0,0.00107603140055269,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0
"209",0.0061504976645228,0.00844929202024895,-0.036511701841481,0,0,0.0219119121567093,0,0,0,0,0,0,0,0,0,0,0,0
"210",-0.0161404710082903,0,-0.000391284145655521,-0.00125944584382872,0.00844929202024895,0.00934190897752562,0,0,0,0,0,0,0,0,0,0,0,0
"211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",0,0,0.0025188916876574,0,0,0,0,0,0,-0.00251889168765743,0,0,0,0,0,0,0,0
"214",0.00270230613093347,-0.00125944584382872,0,0,0.00485436893203883,-0.00629722921914358,0,0,0,0,0,0,0,0,0,0,0,0
"215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",-0.0157980973808417,0,0.0163483407106698,0,0,-0.000550243329828079,0,0,0,0,0,0,0,0,0,0,0,0
"217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",0.000207869702379515,0,-0.0169230392996014,0,0,0.0167151695972219,0,0,0,0,0,0,0,0,0,0,0,0
"220",-0.00792350394952435,0.00682301728986818,0.0303367489178548,-0.0387371304198968,0,-0.00503778337531486,-0.00755667506297229,0.00485436893203883,0.00467095448876281,0.0125700031791837,0,0,0,0,0,0,0,0
"221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",0.0106258100804578,0,-0.00792350394952435,0,0,-0.00270230613093346,0,0,0,0,0,0,0,0,0,0,0,0
"223",0.00482991367293536,0,-0.0215450832701573,-0.00125944584382872,0,0.0143796923528405,0,0.00485436893203883,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"224",0,0.0177912009977746,0,-0.0127534176224597,0,0,0,0,-0.00503778337531486,0,0,0,0,0,0,0,0,0
"225",-0.0003423736274486,0,0.000525788070724606,-0.00125944584382872,0.00485436893203883,-0.00377833753148615,0,0,0,0,0,0,0,0,0,0,0,0
"226",0,0,0.00125944584382875,0,0,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228",0,0.00464649922965934,0,-0.00624831870093656,0,0,0,-0.00125944584382872,0.00286126531510601,0,0,0,0,0,0,0,0,0
"229",0,-0.00144286028710474,0,0.00270230613093347,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0
"230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231",0.00485436893203883,-0.000110048665965534,-0.00125944584382872,-0.0173143234452569,0,0,0,0,0.0150888948668411,-0.00125944584382872,0,0,0,0,0,0,0,0
"232",0.00125944584382875,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0,0
"233",0,0,0.00125944584382875,0,0,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"234",-0.0215206280110537,0,0.00895062483187009,0,0,0.0125700031791837,0,0,0,0,0,0,0,0,0,0,0,0
"235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237",-0.00391284145655524,0,0.00212760754200191,0,0.00485436893203883,-0.00306913501748551,0,0,0,0,0,0,0,0,0,0,0,0
"238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239",0,0,0,0.00125944584382875,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0
"240",-0.00396175197476217,-0.0118852559242865,-0.00755667506297229,0.020175588760363,0,-0.00125944584382872,0,0,-0.00144286028710474,0.00593040033259152,0,0,0,0,0,0,0,0
"241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243",0,-0.0196253454305348,0,0.0288082952238879,0,0,0,0,-0.00918294979335306,0,0,0,0,0,0,0,0,0
"244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245",0.00881612090680106,0,-0.00503778337531486,0,0,-0.00377833753148615,0,0,0,0,0,0,0,0,0,0,0,0
"246",-0.0283069624122668,0,0.0112494191875963,0,0,0.0170575432246705,0,0,0,0,0,0,0,0,0,0,0,0
"247",0.0025188916876574,0,0,0,-0.00125944584382872,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0
"248",-0.0166540314494632,0,-0.0129979702134945,0,0,0.0296520016629576,0,0,0,0,0,0,0,0,0,0,0,0
"249",-0.00231102198527788,0,-0.0131447017681152,0,0,0.0154557237533932,0,0,0,0,0,0,0,0,0,0,0,0
"250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252",0.00341150864493409,0.0226455699298134,0,-0.022987943557262,0,0,0.0023354772443814,0,-0.00774008950624832,0.0023354772443814,0,0,0,0,0,0,0,0
"253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254",0.00125944584382875,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0,0
"255",-0.0145386515370131,0,0.0039372967156587,0,0,0.0106013548213543,0,0,0,0,0,0,0,0,0,0,0,0
"256",-0.00251889168765743,0,0.0025188916876574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",0.00125944584382875,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258",0.00107603140055269,0.00547797803917738,0,-0.0124599545132181,0.00485436893203883,0,0,0,0.00105157614144921,0,0,0,0,0,0,0,0,0
"259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260",0,0,0,0.00125944584382875,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0
"261",0,0.0101489325279401,0,-0.0135359859137708,0.00485436893203883,0,0,0,-0.00146731554620821,0,0,0,0,0,0,0,0,0
"262",0,0,0,-0.00485436893203883,0,0,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0
"263",0,0,0.0025188916876574,0,0,0,0,-0.00251889168765743,0,0,0,0,0,0,0,0,0,0
"264",0,0.00485436893203883,-0.00467095448876276,0.00107603140055269,0,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267",0.0084982025384559,0,-0.023403682962021,0,0,0.0149054804235651,0,0,0,0,0,0,0,0,0,0,0,0
"268",0.00464649922965934,0,-0.0116529309628035,0,0,0.00700643173314421,0,0,0,0,0,0,0,0,0,0,0,0
"269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270",-0.00503778337531486,-0.0356557677728596,-0.00774008950624832,0.0338949891174097,0,-0.00125944584382872,-0.00251889168765743,0,0.0220953265999853,-0.00251889168765743,0,0,0,0,-0.00125944584382872,0,0,0
"271",0,0.00125944584382875,0,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0
"272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273",0.0122765400699421,0,-0.0225110660047443,0,0,0.0102345259348023,0,0,0,0,0,0,0,0,0,0,0,0
"274",0,0.0274754836027488,0,-0.0353745322931696,0,0,0,0,0.00789904869042088,0,0,0,0,0,0,0,0,0
"275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",0.0106258100804578,0,-0.00540461226186691,0,0,-0.00522119781859089,0,0,0,0,0,0,0,0,0,0,0,0
"277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279",-0.0251155510992639,0.00700643173314421,0.0201022229830525,0.00107603140055269,0,-0.00306913501748551,0,0,0,0,0,0,0,0,0,0,0,0
"280",0.00125944584382875,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0,0
"281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282",-0.00682301728986823,-0.00503778337531486,0,0.00359492308821012,0.00341150864493409,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0
"283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285",0.0286248807806119,-0.0226700251889169,0.000892616957276661,-0.00270230613093346,-0.00251889168765743,0.000892616957276661,-0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0
"286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288",0,-0.0178401115159815,0,-0.0170330879655669,0,0,0,0,0.0300188305495097,0.00485436893203883,0,0,0,0,0,0,0,0
"289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291",0.000684747254897165,-0.0394830158225526,0.00467095448876281,-0.0321831209801668,0.0106013548213543,0,0.00844929202024895,0,0.0388104961972072,-0.00125944584382872,0,0.00485436893203883,0.00485436893203883,0,0,0,0,0
"292",0,0,0.0523953926291849,-0.0518451492993568,0,0,0,0,0,-0.00540461226186691,0,0,0,0.00485436893203883,0,0,0,0
"293",0,0.0390428211586902,-0.0314861460957179,0,0,0,0,-0.00755667506297229,0,0,0,0,0,0,0,0,0,0
"294",0.00703088699224774,-0.00125944584382872,-0.000550243329828079,0.00107603140055269,0,-0.00377833753148615,-0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0
"295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297",-0.0108336797828373,-0.00125944584382872,0.0153456750874276,-0.0100755667506297,0,0.00682301728986818,0,0,0,0,0,0,0,0,0,0,0,0
"298",-0.0064806436624196,-0.0347386955564794,0,0.0442884742363846,-0.00251889168765743,0,-0.00377833753148615,0,0.00448754004548678,0,0,0,0,0,-0.00125944584382872,0,0,0
"299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",-0.0181091193661197,0,0.0190261915824998,0,0,-0.000917072216380134,0,0,0,0,0,0,0,0,0,0,0,0
"301",0.00327700471986503,-0.00936636423662909,0.00682301728986818,0,-0.000366828886552054,-0.00396175197476217,0,0.00485436893203883,0,0,-0.00125944584382872,0,0,0,0,0,0,0
"302",-0.0116773862219071,0.00107603140055269,0.00215206280110538,0,0.00359492308821012,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0
"303",0.00238438776258842,-0.00503778337531486,0.0032036389425546,0,-0.00125944584382872,0.000709202514000636,0,0,0,0,0,0,0,0,0,0,0,0
"304",-0.0193930204690519,0.00267785087182999,0.00485436893203883,0,0.0107847692646304,0.00107603140055269,0,0,0,0,0,0,0,0,0,0,0,0
"305",0.00235993250348487,0,0.0080824631336969,0.00359492308821012,0,-0.0140373187253919,0,0,0,0,0,0,0,0,0,0,0,0
"306",0,0.00359492308821012,-0.0120442151084591,0,0,0.00485436893203883,0,0.00485436893203883,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"307",-0.00359492308821008,0.00485436893203883,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0,0
"308",0.0244797143625737,0,-0.0266317771636791,0,0,0.00215206280110538,0,0,0,0,0,0,0,0,0,0,0,0
"309",0.0402655841138637,-0.0303000660291996,0.00249443642855396,-0.00666405810569563,-0.00432858086131423,0.00178523391455332,-0.00125944584382872,-0.00125944584382872,0.00304467975838204,0,-0.00125944584382872,-0.00251889168765743,0,0,0,0,0,0
"310",0.00503778337531491,-0.00377833753148615,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0,0
"311",-0.00645618840331608,0,0.00556357144603947,0,0,0.000892616957276661,0,0,0,0,0,0,0,0,0,0,0,0
"312",-0.0549509672054976,-0.00125944584382872,0.0152478540510137,0.0138294490230124,0.00485436893203883,0.0141962779095645,0.0106013548213543,0,-0.00125944584382872,-0.00125944584382872,0,0,0,0,0,0,0,0
"313",0,0,0.00485436893203883,-0.00359492308821008,0,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315",0.000183414443276075,0,-0.00125944584382872,-0.00251889168765743,0,0.00359492308821012,0,0,0,0,0,0,0,0,0,0,0,0
"316",-0.0104423956371818,0,0.00199310361693283,0,0,0.00970873786407767,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0
"317",0,-0.00396175197476217,0,0.00162627473038079,0,0,0,0,0.0023354772443814,0,0,0,0,0,0,0,0,0
"318",0.00309359027658895,-0.00125944584382872,-0.00128390110293219,0.00107603140055269,-0.00251889168765743,0.000892616957276661,0,0,0,0,0,0,0,0,0,0,0,0
"319",0.00648064366241963,-0.00377833753148615,-0.00251889168765743,-0.00125944584382872,-0.00377833753148615,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0
"320",0,0.00125944584382875,0,0,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0
"321",-0.00215206280110536,0,0.00107603140055269,-0.00251889168765743,0,0.00359492308821012,0,0,0,0,0,0,0,0,0,0,0,0
"322",-0.00666405810569563,0,0.00469540974786631,0,0,0.00196864835782935,0,0,0,0,0,0,0,0,0,0,0,0
"323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324",0.0059793108507985,0.00107603140055269,-0.00217651806020885,-0.00899953535007703,0.00844929202024895,-0.00180968917365679,-0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0
"325",-0.00377833753148615,-0.0209703846812257,0,-0.0133525714704947,0.00485436893203883,0,0,0,0.0332469247511677,0,0,0,0,0,0,0,0,0
"326",0,0,0,0.00125944584382875,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0
"327",-0.00350932968134798,0,-0.0112127362989412,0.0023354772443814,0,0.0123865887359077,0,0,0,0,0,0,0,0,0,0,0,0
"328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330",0,0.00215206280110538,0,0.00036682888655204,0,0,0,0,-0.00251889168765743,0,0,0,0,0,0,0,0,0
"331",-0.00881612090680101,0,0.00522119781859087,0,0,0.00359492308821012,0,0,0,0,0,0,0,0,0,0,0,0
"332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333",0.022804529113986,0,-0.0136215793206329,-0.00125944584382872,0,-0.00792350394952435,0,0,0,0,0,0,0,0,0,0,0,0
"334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336",-0.00899953535007703,-0.00629722921914358,-0.00577144114841897,0.00471986500696975,-0.00251889168765743,0.00485436893203883,0.00467095448876281,0,-0.00144286028710474,0.0107847692646304,0,0,0,0,0,0,0,0
"337",0,0,-0.00485436893203883,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0
"338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339",0,0.00341150864493409,0,0.00666405810569559,0,0,0,0,-0.0100755667506297,0,0,0,0,0,0,0,0,0
"340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342",0.00703088699224774,0.00700643173314421,-0.00629722921914358,-0.00377833753148615,0.00107603140055269,0,-0.00251889168765743,0,-0.00251889168765743,0,0,0,0,0,0,0,0,0
"343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",-0.00700643173314419,0,0,0.00467095448876281,0,0,0.0023354772443814,0,0,0,0,0,0,0,0,0,0,0
"345",0,0.0121787190335282,0,-0.0197109388373969,0,0,0,0,0.00753221980386882,0,0,0,0,0,0,0,0,0
"346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347",0.00934190897752562,0,0,-0.00934190897752563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348",0,0.0391284145655523,0,-0.0382113423491722,0,0,0,0,-0.000917072216380134,0,0,0,0,0,0,0,0,0
"349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351",0.00270230613093347,0,-0.000183414443276027,0,0,-0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0
"352",-0.0457802450416962,0,0.0289061162603017,0,0,0.0168741287813944,0,0,0,0,0,0,0,0,0,0,0,0
"353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354",-0.0125944584382872,0.00322809420165807,-0.00522119781859089,0.0273654349367831,0,0,-0.00503778337531486,0,-0.00396175197476217,-0.00377833753148615,0,0,0,0,0,0,0,0
"355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356",0.00485436893203883,-0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357",-0.0160304223423247,0.0207991978675014,-0.00125944584382872,-0.0399843486341738,0.000892616957276661,0,0,0,0.0307280330635103,0.00485436893203883,0,0,0,0,0,0,0,0
"358",0,0.00141840502800127,0.00485436893203883,-0.0145386515370131,0,0,0,0,0.00826587757697293,0,0,0,0,0,0,0,0,0
"359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360",-0.0138294490230124,0,-0.00162627473038077,0,0,0.0154557237533932,0,0,0,0,0,0,0,0,0,0,0,0
"361",0,0.00538015700276344,-0.0177667457386711,0.0176077865544985,0,-0.00125944584382872,0,-0.00125944584382872,0.0023354772443814,-0.00503778337531486,0,0,0,0,0,0,0,0
"362",0.00377833753148615,0,-0.00251889168765743,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0
"363",0,-0.0109926389670099,0,-0.0040962558998312,0,0,0,0,0.0150888948668411,0,0,0,0,0,0,0,0,0
"364",0.0537159766207722,-0.00398620723386565,-0.0590472231053288,0,0,0.00446308478638331,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0
"365",0.00165072998948423,-0.00506223863441833,0.00359492308821012,-0.00377833753148615,0,0.00359492308821012,0,0,0,0,0,0,0,0,0,0,0,0
"366",0.00238438776258842,0,-0.023770511848573,-0.00125944584382872,0,0.0226455699298134,0,0,0,0,0,0,0,0,0,0,0,0
"367",-0.0183658995867061,0,0.0212516201609156,0,0,-0.00288572057420949,0,0,0,0,0,0,0,0,0,0,0,0
"368",0.0127778728815632,0,-0.00396175197476217,0,-0.00125944584382872,-0.00755667506297229,0,0,0,0,0,0,0,0,0,0,0,0
"369",0.0228901225208481,-0.0546452764667041,-0.00180968917365679,-0.000758113032207582,0.0143796923528405,0.00485436893203883,0.00718984617642024,-0.00251889168765743,0.011677386221907,-0.00125944584382872,0,0,0,0,0,0,0,0
"370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372",-0.00125944584382872,-0.0154068132351862,0,0.00391284145655523,0,0,0,0,0.0127534176224597,0,0,0,0,0,0,0,0,0
"373",0.000183414443276075,-0.00125944584382872,-0.00125944584382872,0,0.0023354772443814,0,0,0,0,0,0,0,0,0,0,0,0,0
"374",-0.00125944584382872,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375",-0.024186251253332,0,0.0206157834242253,0,0,0.00357046782910665,0,0,0,0,0,0,0,0,0,0,0,0
"376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377",0.00125944584382875,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0
"378",-0.0102834364530092,0,0.0162382920447043,-0.00125944584382872,0,-0.00469540974786628,0,0,0,0,0,0,0,0,0,0,0,0
"379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380",0.00125944584382875,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0
"381",0,-0.0113839231126654,0,0.00403511775207266,0,0,0,0,0.00734880536059279,0,0,0,0,0,0,0,0,0
"382",0.0025188916876574,-0.00125944584382872,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0
"383",0,0.00125944584382875,0,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0
"384",-0.0127778728815632,-0.00503778337531486,-0.00125944584382872,0.0242962999192976,0,0,-0.00144286028710474,0,-0.00251889168765743,0,0,-0.00125944584382872,0,0,0,0,0,0
"385",0,0,0.00125944584382875,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0
"386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387",0.00829033283607639,-0.00270230613093346,-0.00144286028710474,-0.00629722921914358,0,0.00107603140055269,0.00107603140055269,0,0,0,0,0,0,0,0,0,0,0
"388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390",0,-0.0435792717223839,0,0.0337115746741337,0,0,0,0,0.0111271428920789,-0.00125944584382872,0,0,0,0,0,0,0,0
"391",0.0025188916876574,-0.00125944584382872,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0,0
"392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393",-0.00522119781859089,-0.00462204397055588,0,-0.00794795920862781,0,0,0,0,0.0177912009977746,0,0,0,0,0,0,0,0,0
"394",0.00503778337531491,0,-0.00125944584382872,0,-0.00125944584382872,-0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0
"395",0,0,0,0.0025188916876574,0,0,-0.00125944584382872,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"396",-0.00196864835782939,0.00467095448876281,0,-0.000183414443276027,0,0,-0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0
"397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398",0,0.0025188916876574,-0.00125944584382872,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0
"399",-0.00522119781859089,-0.0124354992541146,-0.00755667506297229,0.0417695825487271,0,0,-0.00125944584382872,0,-0.0064806436624196,-0.00881612090680101,0,0,0,0,0,0,0,0
"400",0.00377833753148615,0,0,0,-0.00125944584382872,-0.00125944584382872,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0
"401",0,0,0.00125944584382875,0,0,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"402",0,-0.0144041476119439,-0.00125944584382872,0.0102834364530092,0,0,0,0,0.00789904869042088,-0.00125944584382872,0,0,0,0,-0.00125944584382872,0,0,0
"403",0.055855811792326,-0.0151133501259446,-0.0254212418380573,0.000525788070724606,-0.00755667506297229,-0.00936636423662909,0.00359492308821012,0,-0.00251889168765743,0,0,0,0,0,0,0,0,0
"404",0.00107603140055269,0.0079112763199726,-0.00881612090680101,-0.0112983297058032,0,0,0.00485436893203883,0.00485436893203883,0.00519674255948742,-0.00251889168765743,0,0,0,-0.00125944584382872,0,0,0,0
"405",0.0162138367856007,-0.00270230613093346,0.00915849453424959,-0.00251889168765743,-0.00125944584382872,-0.0163727959697733,-0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0
"406",0.00125944584382875,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0
"407",0.00755667506297231,0,0,0,-0.00251889168765743,-0.00377833753148615,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"408",0,0.00527010833679786,0,-0.00831478809517987,-0.00125944584382872,0,0,-0.00125944584382872,0.00556357144603947,0,0,0,0,0,0,0,0,0
"409",-0.00233547724438143,0.00359492308821012,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0
"410",0.0025188916876574,0,-0.00125944584382872,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0
"411",0,-0.0064806436624196,0,0.00540461226186695,0,0,0,0,0.00359492308821012,-0.00251889168765743,0,0,0,0,0,0,0,0
"412",-0.00251889168765743,-0.000183414443276027,0.00522119781859087,0,0,0,0,-0.00125944584382872,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"413",0.0108092245237338,-0.00918294979335306,-0.00125944584382872,0,0.00467095448876281,-0.00125944584382872,-0.00377833753148615,0,0,0,0,0,0,0,0,0,0,0
"414",-0.00632168447824705,0,0.020175588760363,0,0,-0.0113350125944584,0,0,0,-0.00125944584382872,0,0,0,0,-0.00125944584382872,0,0,0
"415",0.00629722921914355,0,-0.00125944584382872,-0.00125944584382872,-0.00125944584382872,-0.00125944584382872,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"416",-0.00629722921914358,0.0117018414810105,0.0023354772443814,-0.00881612090680101,-0.00125944584382872,0.00485436893203883,0,0,-0.00125944584382872,0,0,0,0,0,-0.00125944584382872,0,0,0
"417",0.0293340832946125,-0.00503778337531486,-0.00918294979335306,0,-0.00503778337531486,-0.00755667506297229,-0.00125944584382872,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"418",0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"419",0,0.00377833753148615,0,0,-0.00251889168765743,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"420",-0.0186838179550513,0.0023354772443814,0.0131202465090118,0.0023354772443814,0.0023354772443814,0.00107603140055269,-0.00125944584382872,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"421",0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"422",0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"423",-0.0189405981756377,0,-0.010344574600768,0.00485436893203883,-0.00125944584382872,0.0246142182876428,-0.00125944584382872,0,0,0,0,0,0,0,0.0023354772443814,0,0,0
"424",0.0180724364774645,-0.00125944584382872,-0.00744662639700668,0,-0.00251889168765743,-0.0104423956371818,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"425",0,0.00682301728986818,0,-0.011493971778631,0,-0.00125944584382872,-0.00125944584382872,0,0.00359492308821012,0,0,0,0,0,0.00359492308821012,0,0,0
"426",-0.00377833753148615,0.00375388227238268,-0.00377833753148615,-0.0103934851189748,0,0,0.00485436893203883,0,0.00952532342080164,-0.00377833753148615,0,0,0,0,0.00359492308821012,0,0,0
"427",-0.00341150864493411,-0.00377833753148615,0,0,0.00485436893203883,0,-0.00125944584382872,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"428",0,0,-0.00718984617642027,0,0,-0.00125944584382872,0,0.00485436893203883,0,0,0,0,0,0,0.00359492308821012,0,0,0
"429",-0.00963537208676724,0,-0.00923186031156001,-0.00125944584382872,0.00485436893203883,0.011677386221907,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"430",0,0,0,-0.00844929202024891,0,0,0,0,0.00485436893203883,0,0,0,0,0,0.00359492308821012,0,0,0
"431",-0.00467095448876276,0,0,0,0.00485436893203883,-0.00125944584382872,-0.00251889168765743,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
